user_id,account_id,transaction_id,posted_date,amount,merchant,description,user_category,is_planted_anomaly
u000002,u000002-sav,u000002-000064,2024-11-11,849.56,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000002,u000002-crd,u000002-000065,2024-11-14,-106.70,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000002,u000002-chk,u000002-000066,2024-11-15,2706.45,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000002,u000002-crd,u000002-000067,2024-11-15,-30.16,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000068,2024-11-16,-23.93,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000002,u000002-crd,u000002-000069,2024-11-17,-13.59,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-crd,u000002-000070,2024-11-21,-83.24,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000002,u000002-crd,u000002-000071,2024-11-22,-19.21,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000002,u000002-crd,u000002-000072,2024-11-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000002,u000002-crd,u000002-000073,2024-11-27,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000002,u000002-crd,u000002-000074,2024-11-28,-68.84,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000002,u000002-crd,u000002-000075,2024-11-29,-18.55,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-chk,u000003-000000,2024-09-01,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-chk,u000003-000001,2024-09-01,-2584.77,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000003,u000003-crd,u000003-000002,2024-09-01,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000003,u000003-crd,u000003-000003,2024-09-04,-191.99,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000003,u000003-crd,u000003-000004,2024-09-04,-33.16,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000005,2024-09-04,-30.91,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000006,2024-09-06,-14.99,GameArc,GAMEARC RECURRING,,false
u000003,u000003-chk,u000003-000007,2024-09-11,-308.72,Prairie Savings,TRANSFER TO SAVINGS,,false
u000003,u000003-crd,u000003-000008,2024-09-11,-156.66,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000003,u000003-crd,u000003-000009,2024-09-11,-32.13,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000010,2024-09-12,-49.48,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000011,2024-09-13,-47.30,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-sav,u000003-000012,2024-09-13,308.72,Prairie Savings,TRANSFER FROM CHECKING,,false
u000003,u000003-chk,u000003-000013,2024-09-15,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-crd,u000003-000014,2024-09-16,-44.26,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000015,2024-09-18,-161.52,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000003,u000003-crd,u000003-000016,2024-09-18,-27.47,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-crd,u000003-000017,2024-09-19,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000003,u000003-chk,u000003-000018,2024-09-24,-598.94,Prairie Savings,TRANSFER TO SAVINGS,,false
u000003,u000003-crd,u000003-000019,2024-09-24,-43.59,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-sav,u000003-000020,2024-09-24,598.94,Prairie Savings,TRANSFER FROM CHECKING,,false
u000003,u000003-crd,u000003-000021,2024-09-25,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000003,u000003-crd,u000003-000022,2024-09-25,-85.23,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000003,u000003-crd,u000003-000023,2024-09-26,-34.79,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-crd,u000003-000024,2024-09-27,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000003,u000003-crd,u000003-000025,2024-09-29,-35.58,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000026,2024-09-30,-49.85,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000027,2024-09-30,-33.36,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-chk,u000003-000028,2024-10-01,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-chk,u000003-000029,2024-10-01,-2584.77,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000003,u000003-crd,u000003-000030,2024-10-01,-45.97,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000031,2024-10-01,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000003,u000003-chk,u000003-000032,2024-10-02,-415.79,Prairie Savings,TRANSFER TO SAVINGS,,false
u000003,u000003-crd,u000003-000033,2024-10-04,-21.82,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-crd,u000003-000034,2024-10-04,-152.03,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000003,u000003-sav,u000003-000035,2024-10-04,415.79,Prairie Savings,TRANSFER FROM CHECKING,,false
u000003,u000003-chk,u000003-000036,2024-10-05,-1136.25,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000003,u000003-crd,u000003-000037,2024-10-06,-14.99,GameArc,GAMEARC RECURRING,,false
u000003,u000003-crd,u000003-000038,2024-10-06,1136.25,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000003,u000003-crd,u000003-000039,2024-10-08,-42.06,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000040,2024-10-11,-158.73,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000003,u000003-crd,u000003-000041,2024-10-11,-31.01,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-crd,u000003-000042,2024-10-13,-35.72,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-chk,u000003-000043,2024-10-15,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-chk,u000003-000044,2024-10-17,-374.90,Prairie Savings,TRANSFER TO SAVINGS,,false
u000003,u000003-crd,u000003-000045,2024-10-17,-37.28,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000046,2024-10-18,-159.19,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000003,u000003-crd,u000003-000047,2024-10-18,-41.75,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000048,2024-10-19,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000003,u000003-crd,u000003-000049,2024-10-20,-40.53,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-sav,u000003-000050,2024-10-20,374.90,Prairie Savings,TRANSFER FROM CHECKING,,false
u000003,u000003-crd,u000003-000051,2024-10-22,-45.10,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000052,2024-10-23,-32.52,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000003,u000003-crd,u000003-000053,2024-10-25,-181.51,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000003,u000003-crd,u000003-000054,2024-10-25,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000003,u000003-crd,u000003-000055,2024-10-27,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000003,u000003-crd,u000003-000056,2024-10-30,-35.44,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-chk,u000003-000057,2024-11-01,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-chk,u000003-000058,2024-11-01,-2584.77,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000003,u000003-crd,u000003-000059,2024-11-01,-8.00,NewsDaily,NEWSDAILY RECURRING,,false
u000003,u000003-crd,u000003-000060,2024-11-04,-250.68,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000003,u000003-chk,u000003-000061,2024-11-05,-1139.63,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000003,u000003-crd,u000003-000062,2024-11-06,-40.82,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000063,2024-11-06,-14.99,GameArc,GAMEARC RECURRING,,false
u000003,u000003-crd,u000003-000064,2024-11-08,-28.17,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000065,2024-11-08,1139.63,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000003,u000003-crd,u000003-000066,2024-11-09,-31.72,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000067,2024-11-11,-159.59,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000003,u000003-chk,u000003-000068,2024-11-13,-381.02,Prairie Savings,TRANSFER TO SAVINGS,,false
u000003,u000003-chk,u000003-000069,2024-11-15,2278.15,Cedar Logistics Payroll,CEDAR LOGISTICS PAYROLL DIRECT DEP,,false
u000003,u000003-sav,u000003-000070,2024-11-15,381.02,Prairie Savings,TRANSFER FROM CHECKING,,false
u000003,u000003-crd,u000003-000071,2024-11-16,-29.44,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000003,u000003-crd,u000003-000072,2024-11-18,-194.22,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000003,u000003-crd,u000003-000073,2024-11-19,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000003,u000003-crd,u000003-000074,2024-11-24,-33.35,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000003,u000003-crd,u000003-000075,2024-11-25,-74.54,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000003,u000003-crd,u000003-000076,2024-11-25,-39.00,FitHub Gym,FITHUB GYM RECURRING,,false
u000003,u000003-crd,u000003-000077,2024-11-25,-33.16,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000078,2024-11-27,-10.99,Tunewave,TUNEWAVE RECURRING,,false
u000003,u000003-crd,u000003-000079,2024-11-29,-30.15,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000003,u000003-crd,u000003-000080,2024-11-30,-35.76,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-chk,u000004-000000,2024-09-01,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-chk,u000004-000001,2024-09-01,-1621.16,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000004,u000004-chk,u000004-000002,2024-09-03,-416.08,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000004,u000004-sav,u000004-000003,2024-09-03,416.08,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000004,u000004-crd,u000004-000004,2024-09-06,-88.81,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000004,u000004-crd,u000004-000005,2024-09-06,-34.37,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000006,2024-09-06,-22.94,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000007,2024-09-07,-13.05,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000004,u000004-crd,u000004-000008,2024-09-07,-15.49,Streamly,STREAMLY RECURRING,,false
u000004,u000004-crd,u000004-000009,2024-09-10,-34.53,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000004,u000004-crd,u000004-000010,2024-09-10,-28.29,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000011,2024-09-13,-150.89,Corner Pantry,CORNER PANTRY CARD PURCHASE,Groceries,false
u000004,u000004-crd,u000004-000012,2024-09-13,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000004,u000004-crd,u000004-000013,2024-09-13,-47.20,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000014,2024-09-14,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000004,u000004-chk,u000004-000015,2024-09-15,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-crd,u000004-000016,2024-09-17,-35.43,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000017,2024-09-18,-23.38,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000018,2024-09-19,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000004,u000004-crd,u000004-000019,2024-09-20,-23.83,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-crd,u000004-000020,2024-09-20,-69.47,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000004,u000004-crd,u000004-000021,2024-09-23,-41.68,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,Travel,false
u000004,u000004-crd,u000004-000022,2024-09-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000004,u000004-crd,u000004-000023,2024-09-27,-33.67,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-crd,u000004-000024,2024-09-27,-104.78,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000004,u000004-crd,u000004-000025,2024-09-28,-27.57,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000026,2024-09-29,-42.87,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000027,2024-09-29,-29.81,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-chk,u000004-000028,2024-10-01,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-chk,u000004-000029,2024-10-01,-1621.16,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000004,u000004-chk,u000004-000030,2024-10-05,-904.02,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000004,u000004-crd,u000004-000031,2024-10-05,-29.11,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000032,2024-10-06,-78.11,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000004,u000004-crd,u000004-000033,2024-10-07,904.02,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000004,u000004-crd,u000004-000034,2024-10-07,-15.49,Streamly,STREAMLY RECURRING,,false
u000004,u000004-crd,u000004-000035,2024-10-11,-34.83,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000004,u000004-crd,u000004-000036,2024-10-13,-7.01,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-crd,u000004-000037,2024-10-13,-109.03,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000004,u000004-crd,u000004-000038,2024-10-13,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000004,u000004-crd,u000004-000039,2024-10-14,-29.41,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-crd,u000004-000040,2024-10-14,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000004,u000004-chk,u000004-000041,2024-10-15,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-crd,u000004-000042,2024-10-15,-30.61,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000043,2024-10-17,-38.34,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000044,2024-10-17,-24.07,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000045,2024-10-19,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000004,u000004-crd,u000004-000046,2024-10-20,-110.51,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000004,u000004-chk,u000004-000047,2024-10-21,-714.79,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000004,u000004-crd,u000004-000048,2024-10-22,-34.01,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-sav,u000004-000049,2024-10-22,714.79,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000004,u000004-crd,u000004-000050,2024-10-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000004,u000004-crd,u000004-000051,2024-10-27,-102.88,Greenleaf Market,GREENLEAF MARKET CARD PURCHASE,,false
u000004,u000004-crd,u000004-000052,2024-10-29,-34.50,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-chk,u000004-000053,2024-11-01,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-chk,u000004-000054,2024-11-01,-1621.16,Riverside Apartments,RIVERSIDE APARTMENTS RENT,,false
u000004,u000004-crd,u000004-000055,2024-11-03,-13.39,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-chk,u000004-000056,2024-11-05,-713.87,Beacon Card,BEACON CARD AUTOPAY PAYMENT,,false
u000004,u000004-crd,u000004-000057,2024-11-05,713.87,Beacon Card,PAYMENT RECEIVED THANK YOU,,false
u000004,u000004-crd,u000004-000058,2024-11-06,-133.46,Corner Pantry,CORNER PANTRY CARD PURCHASE,,false
u000004,u000004-crd,u000004-000059,2024-11-06,-41.73,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000060,2024-11-07,-15.49,Streamly,STREAMLY RECURRING,,false
u000004,u000004-chk,u000004-000061,2024-11-10,-337.91,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000004,u000004-crd,u000004-000062,2024-11-11,-35.32,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000004,u000004-sav,u000004-000063,2024-11-12,337.91,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000004,u000004-crd,u000004-000064,2024-11-13,-142.21,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000004,u000004-crd,u000004-000065,2024-11-13,-11.99,Readly Books,READLY BOOKS RECURRING,,false
u000004,u000004-crd,u000004-000066,2024-11-14,-5.99,Podnest Premium,PODNEST PREMIUM RECURRING,,false
u000004,u000004-chk,u000004-000067,2024-11-15,3018.05,Northwind Payroll,NORTHWIND PAYROLL DIRECT DEP,,false
u000004,u000004-crd,u000004-000068,2024-11-15,-22.29,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000069,2024-11-17,-43.42,Blue Door Cafe,BLUE DOOR CAFE CARD PURCHASE,,false
u000004,u000004-crd,u000004-000070,2024-11-19,-2.99,CloudVault,CLOUDVAULT RECURRING,,false
u000004,u000004-crd,u000004-000071,2024-11-20,-85.11,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000004,u000004-crd,u000004-000072,2024-11-21,-26.36,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-crd,u000004-000073,2024-11-23,-40.02,Luna Noodle Bar,LUNA NOODLE BAR CARD PURCHASE,,false
u000004,u000004-chk,u000004-000074,2024-11-24,-827.68,Summit Credit Union,TRANSFER TO SAVINGS,,false
u000004,u000004-sav,u000004-000075,2024-11-25,827.68,Summit Credit Union,TRANSFER FROM CHECKING,,false
u000004,u000004-crd,u000004-000076,2024-11-26,-33.26,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
u000004,u000004-crd,u000004-000077,2024-11-26,-14.99,GameArc,GAMEARC RECURRING,,false
u000004,u000004-crd,u000004-000078,2024-11-27,-83.21,Harvest Grocer,HARVEST GROCER CARD PURCHASE,,false
u000004,u000004-crd,u000004-000079,2024-11-27,-30.38,Sprout Salads,SPROUT SALADS CARD PURCHASE,,false
u000004,u000004-crd,u000004-000080,2024-11-29,-32.29,Ember Pizza,EMBER PIZZA CARD PURCHASE,,false
